name	start	end	length	id	type	isfamily	isgroup	is_score	is_expected	is_frame	is_perc_of_orf	is_origin	-5tolessthan5	5tolessthan15	15tolessthan25	25tolessthan35	35tolessthan45	45tolessthan55	55tolessthan65	65tolessthan75	75tolessthan85	85tolessthan95	95tolessthan105	105tolessthan115	completeIS_0.95	1828223	1829482	1260	<unknown id>	ISNpu7_orf1 	IS701	-	1745.0	0.0	(-1, 0)	0.998	Nostoc punctiforme	1.0	0	0	0	0	0	0	0	0	0	0	1	0	is_name:ISNpu7_orf1 	original_orf:421	original_aa_length:420	family:IS701	group:-	origin:Nostoc punctiforme	ntlength:1414.0	orflength:421	numorfs:1.0	sbjct_start:1	sbjct_end:420	expected:0.0	score:1745.0	query_length:1268	query_start:3	identities:308	align_length:420	positives:370	query_end:1262	frame:(-1, 0)	bits:676.781	mod_query_start:1828222	mod_query_end:1829481	perc_of_orf:0.998	
completeIS_0.95	603536	604756	1221	<unknown id>	ISTosp1_orf1 	IS200/IS605	IS1341	1709.0	0.0	(3, 0)	0.993	Tolypothrix sp.	1.0	0	0	0	0	0	0	0	0	0	0	12	0	is_name:ISTosp1_orf1 	original_orf:412	original_aa_length:409	family:IS200/IS605	group:IS1341	origin:Tolypothrix sp.	ntlength:1372.0	orflength:412	numorfs:1.0	sbjct_start:4	sbjct_end:412	expected:0.0	score:1709.0	query_length:1265	query_start:3	identities:355	align_length:409	positives:382	query_end:1223	frame:(3, 0)	bits:662.914	mod_query_start:603535	mod_query_end:604755	perc_of_orf:0.993	
completeIS_0.95	833768	834931	1164	<unknown id>	ISTel3_orf1 	IS200/IS605	IS1341	1667.0	0.0	(-1, 0)	0.995	Thermosynechococcus elongatus	1.0	0	0	0	0	0	0	0	0	0	0	13	0	is_name:ISTel3_orf1 	original_orf:390	original_aa_length:388	family:IS200/IS605	group:IS1341	origin:Thermosynechococcus elongatus	ntlength:1323.0	orflength:390	numorfs:1.0	sbjct_start:1	sbjct_end:388	expected:0.0	score:1667.0	query_length:1220	query_start:48	identities:292	align_length:388	positives:350	query_end:1211	frame:(-1, 0)	bits:646.736	mod_query_start:833767	mod_query_end:834930	perc_of_orf:0.995	
completeIS_0.95	833768	834931	1164	<unknown id>	ISTel3_orf1 	IS200/IS605	IS1341	1667.0	0.0	(-1, 0)	0.995	Thermosynechococcus elongatus	1.0	0	0	0	0	0	0	0	0	0	0	14	0	is_name:ISTel3_orf1 	original_orf:390	original_aa_length:388	family:IS200/IS605	group:IS1341	origin:Thermosynechococcus elongatus	ntlength:1323.0	orflength:390	numorfs:1.0	sbjct_start:1	sbjct_end:388	expected:0.0	score:1667.0	query_length:1220	query_start:48	identities:292	align_length:388	positives:350	query_end:1211	frame:(-1, 0)	bits:646.736	mod_query_start:833767	mod_query_end:834930	perc_of_orf:0.995	
completeIS_0.95	833768	834931	1164	<unknown id>	ISTel3_orf1 	IS200/IS605	IS1341	1667.0	0.0	(-1, 0)	0.995	Thermosynechococcus elongatus	1.0	0	0	0	0	0	0	0	0	0	0	15	0	is_name:ISTel3_orf1 	original_orf:390	original_aa_length:388	family:IS200/IS605	group:IS1341	origin:Thermosynechococcus elongatus	ntlength:1323.0	orflength:390	numorfs:1.0	sbjct_start:1	sbjct_end:388	expected:0.0	score:1667.0	query_length:1220	query_start:48	identities:292	align_length:388	positives:350	query_end:1211	frame:(-1, 0)	bits:646.736	mod_query_start:833767	mod_query_end:834930	perc_of_orf:0.995	
completeIS_0.95	833768	834931	1164	<unknown id>	ISTel3_orf1 	IS200/IS605	IS1341	1667.0	0.0	(-1, 0)	0.995	Thermosynechococcus elongatus	1.0	0	0	0	0	0	0	0	0	0	0	16	0	is_name:ISTel3_orf1 	original_orf:390	original_aa_length:388	family:IS200/IS605	group:IS1341	origin:Thermosynechococcus elongatus	ntlength:1323.0	orflength:390	numorfs:1.0	sbjct_start:1	sbjct_end:388	expected:0.0	score:1667.0	query_length:1220	query_start:48	identities:292	align_length:388	positives:350	query_end:1211	frame:(-1, 0)	bits:646.736	mod_query_start:833767	mod_query_end:834930	perc_of_orf:0.995	
completeIS_0.95	275928	277571	1644	<unknown id>	ISAva5_orf1 	IS5	-	1493.0	0.0	(3, 0)	0.989	Anabaena variabilis	1.0	0	0	0	0	0	0	0	0	0	0	17	0	is_name:ISAva5_orf1 	original_orf:551	original_aa_length:545	family:IS5	group:-	origin:Anabaena variabilis	ntlength:1818.0	orflength:551	numorfs:1.0	sbjct_start:2	sbjct_end:546	expected:0.0	score:1493.0	query_length:1649	query_start:3	identities:296	align_length:548	positives:387	query_end:1646	frame:(3, 0)	bits:579.711	mod_query_start:275927	mod_query_end:277570	perc_of_orf:0.989	
completeIS_0.95	275928	277571	1644	<unknown id>	ISAva5_orf1 	IS5	-	1493.0	0.0	(3, 0)	0.989	Anabaena variabilis	1.0	0	0	0	0	0	0	0	0	0	0	18	0	is_name:ISAva5_orf1 	original_orf:551	original_aa_length:545	family:IS5	group:-	origin:Anabaena variabilis	ntlength:1818.0	orflength:551	numorfs:1.0	sbjct_start:2	sbjct_end:546	expected:0.0	score:1493.0	query_length:1649	query_start:3	identities:296	align_length:548	positives:387	query_end:1646	frame:(3, 0)	bits:579.711	mod_query_start:275927	mod_query_end:277570	perc_of_orf:0.989	
completeIS_0.95	275928	277571	1644	<unknown id>	ISAva5_orf1 	IS5	-	1493.0	0.0	(3, 0)	0.989	Anabaena variabilis	1.0	0	0	0	0	0	0	0	0	0	0	19	0	is_name:ISAva5_orf1 	original_orf:551	original_aa_length:545	family:IS5	group:-	origin:Anabaena variabilis	ntlength:1818.0	orflength:551	numorfs:1.0	sbjct_start:2	sbjct_end:546	expected:0.0	score:1493.0	query_length:1649	query_start:3	identities:296	align_length:548	positives:387	query_end:1646	frame:(3, 0)	bits:579.711	mod_query_start:275927	mod_query_end:277570	perc_of_orf:0.989	
completeIS_0.95	275928	277571	1644	<unknown id>	ISAva5_orf1 	IS5	-	1493.0	0.0	(3, 0)	0.989	Anabaena variabilis	1.0	0	0	0	0	0	0	0	0	0	0	20	0	is_name:ISAva5_orf1 	original_orf:551	original_aa_length:545	family:IS5	group:-	origin:Anabaena variabilis	ntlength:1818.0	orflength:551	numorfs:1.0	sbjct_start:2	sbjct_end:546	expected:0.0	score:1493.0	query_length:1649	query_start:3	identities:296	align_length:548	positives:387	query_end:1646	frame:(3, 0)	bits:579.711	mod_query_start:275927	mod_query_end:277570	perc_of_orf:0.989	
IS	83152	84324	1173	<unknown id>	ISMae6_orf1 	IS5	IS5	1488.0	0.0	(-1, 0)	0.787	Microcystis aeruginosa	1.0	0	0	0	0	0	0	0	0	1	0	20	0	is_name:ISMae6_orf1 	original_orf:498	original_aa_length:392	family:IS5	group:IS5	origin:Microcystis aeruginosa	ntlength:1682.0	orflength:498	numorfs:1.0	sbjct_start:1	sbjct_end:392	expected:0.0	score:1488.0	query_length:1190	query_start:9	identities:282	align_length:394	positives:324	query_end:1181	frame:(-1, 0)	bits:577.785	mod_query_start:83151	mod_query_end:84323	perc_of_orf:0.787	
IS	83152	84324	1173	<unknown id>	ISMae6_orf1 	IS5	IS5	1488.0	0.0	(-1, 0)	0.787	Microcystis aeruginosa	1.0	0	0	0	0	0	0	0	0	2	0	20	0	is_name:ISMae6_orf1 	original_orf:498	original_aa_length:392	family:IS5	group:IS5	origin:Microcystis aeruginosa	ntlength:1682.0	orflength:498	numorfs:1.0	sbjct_start:1	sbjct_end:392	expected:0.0	score:1488.0	query_length:1190	query_start:9	identities:282	align_length:394	positives:324	query_end:1181	frame:(-1, 0)	bits:577.785	mod_query_start:83151	mod_query_end:84323	perc_of_orf:0.787	
IS	83152	84324	1173	<unknown id>	ISMae6_orf1 	IS5	IS5	1488.0	0.0	(-1, 0)	0.787	Microcystis aeruginosa	1.0	0	0	0	0	0	0	0	0	3	0	20	0	is_name:ISMae6_orf1 	original_orf:498	original_aa_length:392	family:IS5	group:IS5	origin:Microcystis aeruginosa	ntlength:1682.0	orflength:498	numorfs:1.0	sbjct_start:1	sbjct_end:392	expected:0.0	score:1488.0	query_length:1190	query_start:9	identities:282	align_length:394	positives:324	query_end:1181	frame:(-1, 0)	bits:577.785	mod_query_start:83151	mod_query_end:84323	perc_of_orf:0.787	
IS	83152	84324	1173	<unknown id>	ISMae6_orf1 	IS5	IS5	1488.0	0.0	(-1, 0)	0.787	Microcystis aeruginosa	1.0	0	0	0	0	0	0	0	0	4	0	20	0	is_name:ISMae6_orf1 	original_orf:498	original_aa_length:392	family:IS5	group:IS5	origin:Microcystis aeruginosa	ntlength:1682.0	orflength:498	numorfs:1.0	sbjct_start:1	sbjct_end:392	expected:0.0	score:1488.0	query_length:1190	query_start:9	identities:282	align_length:394	positives:324	query_end:1181	frame:(-1, 0)	bits:577.785	mod_query_start:83151	mod_query_end:84323	perc_of_orf:0.787	
completeIS_0.95	3604639	3605868	1230	<unknown id>	ISSoc3_orf2 	IS200/IS605	-	1270.0	4.53978e-173	(3, 0)	0.976	Synechococcus sp.	2.0	0	0	0	0	0	0	0	0	4	0	21	0	is_name:ISSoc3_orf2 	original_orf:423	original_aa_length:413	family:IS200/IS605	group:-	origin:Synechococcus sp.	ntlength:1806.0	orflength:423	numorfs:2.0	sbjct_start:1	sbjct_end:413	expected:4.53978e-173	score:1270.0	query_length:1658	query_start:429	identities:246	align_length:415	positives:306	query_end:1658	frame:(3, 0)	bits:493.812	mod_query_start:3604638	mod_query_end:3605867	perc_of_orf:0.976	
completeIS_0.95	3604639	3605868	1230	<unknown id>	ISSoc3_orf2 	IS200/IS605	-	1270.0	4.53978e-173	(3, 0)	0.976	Synechococcus sp.	2.0	0	0	0	0	0	0	0	0	4	0	22	0	is_name:ISSoc3_orf2 	original_orf:423	original_aa_length:413	family:IS200/IS605	group:-	origin:Synechococcus sp.	ntlength:1806.0	orflength:423	numorfs:2.0	sbjct_start:1	sbjct_end:413	expected:4.53978e-173	score:1270.0	query_length:1658	query_start:429	identities:246	align_length:415	positives:306	query_end:1658	frame:(3, 0)	bits:493.812	mod_query_start:3604638	mod_query_end:3605867	perc_of_orf:0.976	
completeIS_0.95	3604639	3605868	1230	<unknown id>	ISSoc3_orf2 	IS200/IS605	-	1270.0	4.53978e-173	(3, 0)	0.976	Synechococcus sp.	2.0	0	0	0	0	0	0	0	0	4	0	23	0	is_name:ISSoc3_orf2 	original_orf:423	original_aa_length:413	family:IS200/IS605	group:-	origin:Synechococcus sp.	ntlength:1806.0	orflength:423	numorfs:2.0	sbjct_start:1	sbjct_end:413	expected:4.53978e-173	score:1270.0	query_length:1658	query_start:429	identities:246	align_length:415	positives:306	query_end:1658	frame:(3, 0)	bits:493.812	mod_query_start:3604638	mod_query_end:3605867	perc_of_orf:0.976	
completeIS_0.95	3604639	3605868	1230	<unknown id>	ISSoc3_orf2 	IS200/IS605	-	1270.0	4.53978e-173	(3, 0)	0.976	Synechococcus sp.	2.0	0	0	0	0	0	0	0	0	4	0	24	0	is_name:ISSoc3_orf2 	original_orf:423	original_aa_length:413	family:IS200/IS605	group:-	origin:Synechococcus sp.	ntlength:1806.0	orflength:423	numorfs:2.0	sbjct_start:1	sbjct_end:413	expected:4.53978e-173	score:1270.0	query_length:1658	query_start:429	identities:246	align_length:415	positives:306	query_end:1658	frame:(3, 0)	bits:493.812	mod_query_start:3604638	mod_query_end:3605867	perc_of_orf:0.976	
wholeIS_0.8	3495863	3497023	1161	<unknown id>	ISTosp1_orf1 	IS200/IS605	IS1341	1237.0	2.36682e-170	(-1, 0)	0.949	Tolypothrix sp.	1.0	0	0	0	0	0	0	0	0	4	1	24	0	is_name:ISTosp1_orf1 	original_orf:412	original_aa_length:391	family:IS200/IS605	group:IS1341	origin:Tolypothrix sp.	ntlength:1372.0	orflength:412	numorfs:1.0	sbjct_start:3	sbjct_end:393	expected:2.36682e-170	score:1237.0	query_length:1262	query_start:75	identities:248	align_length:394	positives:304	query_end:1235	frame:(-1, 0)	bits:481.1	mod_query_start:3495862	mod_query_end:3497022	perc_of_orf:0.949	
wholeIS_0.8	3495863	3497023	1161	<unknown id>	ISTosp1_orf1 	IS200/IS605	IS1341	1237.0	2.36682e-170	(-1, 0)	0.949	Tolypothrix sp.	1.0	0	0	0	0	0	0	0	0	4	2	24	0	is_name:ISTosp1_orf1 	original_orf:412	original_aa_length:391	family:IS200/IS605	group:IS1341	origin:Tolypothrix sp.	ntlength:1372.0	orflength:412	numorfs:1.0	sbjct_start:3	sbjct_end:393	expected:2.36682e-170	score:1237.0	query_length:1262	query_start:75	identities:248	align_length:394	positives:304	query_end:1235	frame:(-1, 0)	bits:481.1	mod_query_start:3495862	mod_query_end:3497022	perc_of_orf:0.949	
wholeIS_0.8	3495863	3497023	1161	<unknown id>	ISTosp1_orf1 	IS200/IS605	IS1341	1237.0	2.36682e-170	(-1, 0)	0.949	Tolypothrix sp.	1.0	0	0	0	0	0	0	0	0	4	3	24	0	is_name:ISTosp1_orf1 	original_orf:412	original_aa_length:391	family:IS200/IS605	group:IS1341	origin:Tolypothrix sp.	ntlength:1372.0	orflength:412	numorfs:1.0	sbjct_start:3	sbjct_end:393	expected:2.36682e-170	score:1237.0	query_length:1262	query_start:75	identities:248	align_length:394	positives:304	query_end:1235	frame:(-1, 0)	bits:481.1	mod_query_start:3495862	mod_query_end:3497022	perc_of_orf:0.949	
wholeIS_0.8	3495863	3497023	1161	<unknown id>	ISTosp1_orf1 	IS200/IS605	IS1341	1237.0	2.36682e-170	(-1, 0)	0.949	Tolypothrix sp.	1.0	0	0	0	0	0	0	0	0	4	4	24	0	is_name:ISTosp1_orf1 	original_orf:412	original_aa_length:391	family:IS200/IS605	group:IS1341	origin:Tolypothrix sp.	ntlength:1372.0	orflength:412	numorfs:1.0	sbjct_start:3	sbjct_end:393	expected:2.36682e-170	score:1237.0	query_length:1262	query_start:75	identities:248	align_length:394	positives:304	query_end:1235	frame:(-1, 0)	bits:481.1	mod_query_start:3495862	mod_query_end:3497022	perc_of_orf:0.949	
completeIS_0.95	5180319	5181560	1242	<unknown id>	ISSoc6_orf2 	IS200/IS605	-	1161.0	1.2164e-158	(3, 0)	0.995	Synechococcus sp.	2.0	0	0	0	0	0	0	0	0	4	4	25	0	is_name:ISSoc6_orf2 	original_orf:416	original_aa_length:414	family:IS200/IS605	group:-	origin:Synechococcus sp.	ntlength:1806.0	orflength:416	numorfs:2.0	sbjct_start:3	sbjct_end:416	expected:1.2164e-158	score:1161.0	query_length:1265	query_start:21	identities:224	align_length:416	positives:299	query_end:1262	frame:(3, 0)	bits:451.825	mod_query_start:5180318	mod_query_end:5181559	perc_of_orf:0.995	
completeIS_0.95	5180319	5181560	1242	<unknown id>	ISSoc6_orf2 	IS200/IS605	-	1161.0	1.2164e-158	(3, 0)	0.995	Synechococcus sp.	2.0	0	0	0	0	0	0	0	0	4	4	26	0	is_name:ISSoc6_orf2 	original_orf:416	original_aa_length:414	family:IS200/IS605	group:-	origin:Synechococcus sp.	ntlength:1806.0	orflength:416	numorfs:2.0	sbjct_start:3	sbjct_end:416	expected:1.2164e-158	score:1161.0	query_length:1265	query_start:21	identities:224	align_length:416	positives:299	query_end:1262	frame:(3, 0)	bits:451.825	mod_query_start:5180318	mod_query_end:5181559	perc_of_orf:0.995	
completeIS_0.95	5180319	5181560	1242	<unknown id>	ISSoc6_orf2 	IS200/IS605	-	1161.0	1.2164e-158	(3, 0)	0.995	Synechococcus sp.	2.0	0	0	0	0	0	0	0	0	4	4	27	0	is_name:ISSoc6_orf2 	original_orf:416	original_aa_length:414	family:IS200/IS605	group:-	origin:Synechococcus sp.	ntlength:1806.0	orflength:416	numorfs:2.0	sbjct_start:3	sbjct_end:416	expected:1.2164e-158	score:1161.0	query_length:1265	query_start:21	identities:224	align_length:416	positives:299	query_end:1262	frame:(3, 0)	bits:451.825	mod_query_start:5180318	mod_query_end:5181559	perc_of_orf:0.995	
completeIS_0.95	5180319	5181560	1242	<unknown id>	ISSoc6_orf2 	IS200/IS605	-	1161.0	1.2164e-158	(3, 0)	0.995	Synechococcus sp.	2.0	0	0	0	0	0	0	0	0	4	4	28	0	is_name:ISSoc6_orf2 	original_orf:416	original_aa_length:414	family:IS200/IS605	group:-	origin:Synechococcus sp.	ntlength:1806.0	orflength:416	numorfs:2.0	sbjct_start:3	sbjct_end:416	expected:1.2164e-158	score:1161.0	query_length:1265	query_start:21	identities:224	align_length:416	positives:299	query_end:1262	frame:(3, 0)	bits:451.825	mod_query_start:5180318	mod_query_end:5181559	perc_of_orf:0.995	
completeIS_0.95	2132979	2134211	1233	<unknown id>	ISSoc6_orf2 	IS200/IS605	-	1096.0	4.28755e-149	(3, 0)	0.988	Synechococcus sp.	2.0	0	0	0	0	0	0	0	0	4	4	29	0	is_name:ISSoc6_orf2 	original_orf:416	original_aa_length:411	family:IS200/IS605	group:-	origin:Synechococcus sp.	ntlength:1806.0	orflength:416	numorfs:2.0	sbjct_start:4	sbjct_end:414	expected:4.28755e-149	score:1096.0	query_length:1235	query_start:3	identities:214	align_length:414	positives:292	query_end:1235	frame:(3, 0)	bits:426.787	mod_query_start:2132978	mod_query_end:2134210	perc_of_orf:0.988	
completeIS_0.95	2132979	2134211	1233	<unknown id>	ISSoc6_orf2 	IS200/IS605	-	1096.0	4.28755e-149	(3, 0)	0.988	Synechococcus sp.	2.0	0	0	0	0	0	0	0	0	4	4	30	0	is_name:ISSoc6_orf2 	original_orf:416	original_aa_length:411	family:IS200/IS605	group:-	origin:Synechococcus sp.	ntlength:1806.0	orflength:416	numorfs:2.0	sbjct_start:4	sbjct_end:414	expected:4.28755e-149	score:1096.0	query_length:1235	query_start:3	identities:214	align_length:414	positives:292	query_end:1235	frame:(3, 0)	bits:426.787	mod_query_start:2132978	mod_query_end:2134210	perc_of_orf:0.988	
completeIS_0.95	2132979	2134211	1233	<unknown id>	ISSoc6_orf2 	IS200/IS605	-	1096.0	4.28755e-149	(3, 0)	0.988	Synechococcus sp.	2.0	0	0	0	0	0	0	0	0	4	4	31	0	is_name:ISSoc6_orf2 	original_orf:416	original_aa_length:411	family:IS200/IS605	group:-	origin:Synechococcus sp.	ntlength:1806.0	orflength:416	numorfs:2.0	sbjct_start:4	sbjct_end:414	expected:4.28755e-149	score:1096.0	query_length:1235	query_start:3	identities:214	align_length:414	positives:292	query_end:1235	frame:(3, 0)	bits:426.787	mod_query_start:2132978	mod_query_end:2134210	perc_of_orf:0.988	
completeIS_0.95	2132979	2134211	1233	<unknown id>	ISSoc6_orf2 	IS200/IS605	-	1096.0	4.28755e-149	(3, 0)	0.988	Synechococcus sp.	2.0	0	0	0	0	0	0	0	0	4	4	32	0	is_name:ISSoc6_orf2 	original_orf:416	original_aa_length:411	family:IS200/IS605	group:-	origin:Synechococcus sp.	ntlength:1806.0	orflength:416	numorfs:2.0	sbjct_start:4	sbjct_end:414	expected:4.28755e-149	score:1096.0	query_length:1235	query_start:3	identities:214	align_length:414	positives:292	query_end:1235	frame:(3, 0)	bits:426.787	mod_query_start:2132978	mod_query_end:2134210	perc_of_orf:0.988	
IS	1383680	1384516	837	<unknown id>	ISNpu7_orf1 	IS701	-	1064.0	2.7123e-146	(-1, 0)	0.663	Nostoc punctiforme	1.0	0	0	0	0	0	0	0	1	4	4	32	0	is_name:ISNpu7_orf1 	original_orf:421	original_aa_length:279	family:IS701	group:-	origin:Nostoc punctiforme	ntlength:1414.0	orflength:421	numorfs:1.0	sbjct_start:1	sbjct_end:279	expected:2.7123e-146	score:1064.0	query_length:845	query_start:3	identities:197	align_length:279	positives:240	query_end:839	frame:(-1, 0)	bits:414.461	mod_query_start:1383679	mod_query_end:1384515	perc_of_orf:0.663	
completeIS_0.95	2599522	2600682	1161	<unknown id>	ISAba30_orf2 	IS200/IS605	-	1064.0	2.73498e-144	(3, 0)	0.951	Acinetobacter baumannii	2.0	0	0	0	0	0	0	0	1	4	4	33	0	is_name:ISAba30_orf2 	original_orf:406	original_aa_length:386	family:IS200/IS605	group:-	origin:Acinetobacter baumannii	ntlength:1769.0	orflength:406	numorfs:2.0	sbjct_start:6	sbjct_end:391	expected:2.73498e-144	score:1064.0	query_length:1253	query_start:15	identities:210	align_length:389	positives:272	query_end:1175	frame:(3, 0)	bits:414.461	mod_query_start:2599521	mod_query_end:2600681	perc_of_orf:0.951	
